⸮Time,Frequency,A0
3846,162,530
3847,162,513
3848,162,497
3849,162,494
3850,162,510
3851,162,525
3852,162,531
3853,162,515
3854,162,499
3855,162,491
3856,162,507
3857,162,523
3858,162,532
3859,162,517
3860,162,500
3861,162,489
3862,162,504
3863,162,519
3864,162,533
3865,162,519
3866,162,502
3867,162,488
3868,162,501
3869,162,517
3870,162,532
3871,162,521
3872,162,504
3873,162,489
3874,162,498
3875,162,515
3876,162,530
3877,162,523
3878,162,506
3879,162,491
3880,162,496
3881,162,512
3882,162,528
3883,162,525
3884,162,509
3885,162,493
3886,162,493
3887,162,509
3888,162,525
3889,162,527
3890,162,510
3891,162,495
3892,162,491
3893,162,507
3894,162,523
3895,162,529
3896,162,513
3897,162,496
3898,162,489
3899,162,504
3900,161,520
3901,161,528
3902,161,527
3903,161,510
3904,161,494
3905,161,492
3906,161,508
3907,161,524
3908,161,529
3909,161,513
3910,161,497
3911,161,489
3912,161,505
3913,161,521
3914,161,531
3915,161,516
3916,161,500
3917,161,487
3918,161,501
3919,161,517
3920,161,532
3921,161,519
3922,161,503
3923,161,488
3924,161,497
3925,161,514
3926,161,529
3927,161,523
3928,161,506
3929,161,491
3930,161,494
3931,161,510
3932,161,526
3933,161,526
3934,161,509
3935,161,494
3936,161,490
3937,161,507
3938,161,522
3939,161,529
3940,161,513
3941,161,497
3942,161,488
3943,161,503
3944,161,519
3945,161,530
3946,161,516
3947,161,500
3948,161,486
3949,161,499
3950,161,516
3951,161,531
3952,161,519
3953,161,503
3954,161,487
3955,161,495
3956,161,512
3957,161,528
3958,161,523
3959,161,507
3960,161,491
3961,161,492
3962,161,509
3963,161,524
3964,161,526
3965,161,510
3966,161,493
3967,161,489
3968,161,505
3969,161,521
3970,161,529
3971,161,513
3972,161,497
3973,161,487
3974,161,502
3975,161,518
3976,161,530
3977,161,516
3978,161,500
3979,161,485
3980,161,498
3981,161,515
3982,161,530
3983,161,520
3984,161,503
3985,161,488
3986,161,495
3987,161,511
3988,161,527
3989,161,523
3990,161,507
3991,161,491
3992,161,491
3993,161,508
3994,161,523
3995,161,526
3996,161,510
3997,161,495
3998,161,489
3999,161,504
4000,160,519
4001,160,528
4002,160,534
4003,160,518
4004,160,502
4005,160,491
4006,160,506
4007,160,523
4008,160,535
4009,160,520
4010,160,505
4011,160,489
4012,160,502
4013,160,518
4014,160,533
4015,160,524
4016,160,508
4017,160,492
4018,160,497
4019,160,513
4020,160,529
4021,160,527
4022,160,511
4023,160,495
4024,160,493
4025,160,509
4026,160,525
4027,160,530
4028,160,514
4029,160,498
4030,160,489
4031,160,504
4032,160,521
4033,160,532
4034,160,518
4035,160,501
4036,160,487
4037,160,500
4038,160,516
4039,160,532
4040,160,521
4041,160,505
4042,160,489
4043,160,496
4044,160,512
4045,160,528
4046,160,525
4047,160,509
4048,160,493
4049,160,492
4050,160,508
4051,160,524
4052,160,528
4053,160,512
4054,160,496
4055,160,488
4056,160,504
4057,160,520
4058,160,531
4059,160,516
4060,160,500
4061,160,486
4062,160,500
4063,160,516
4064,160,531
4065,160,520
4066,160,503
4067,160,488
4068,160,495
4069,160,512
4070,160,528
4071,160,523
4072,160,507
4073,160,491
4074,160,492
4075,160,508
4076,160,523
4077,160,527
4078,160,511
4079,160,495
4080,160,489
4081,160,504
4082,160,520
4083,160,530
4084,160,514
4085,160,498
4086,160,486
4087,160,500
4088,160,516
4089,160,531
4090,160,519
4091,160,502
4092,160,487
4093,160,496
4094,160,513
4095,160,528
4096,160,523
4097,160,506
4098,160,491
4099,160,492
4100,159,508
4101,159,516
4102,159,515
4103,159,499
4104,159,484
4105,159,482
4106,159,499
4107,159,514
4108,159,521
4109,159,505
4110,159,490
4111,159,480
4112,159,495
4113,159,511
4114,159,524
4115,159,511
4116,159,495
4117,159,479
4118,159,491
4119,159,508
4120,159,524
4121,159,516
4122,159,500
4123,159,485
4124,159,488
4125,159,504
4126,159,520
4127,159,521
4128,159,505
4129,159,490
4130,159,485
4131,159,501
4132,159,516
4133,159,525
4134,159,511
4135,159,494
4136,159,482
4137,159,497
4138,159,513
4139,159,527
4140,159,516
4141,159,499
4142,159,484
4143,159,493
4144,159,509
4145,159,524
4146,159,520
4147,159,504
4148,159,489
4149,159,489
4150,159,505
4151,159,521
4152,159,525
4153,159,509
4154,159,493
4155,159,485
4156,159,501
4157,159,517
4158,159,528
4159,159,514
4160,159,497
4161,159,483
4162,159,497
4163,159,513
4164,159,528
4165,159,519
4166,159,502
4167,159,487
4168,159,492
4169,159,509
4170,159,525
4171,159,523
4172,159,506
4173,159,491
4174,159,489
4175,159,505
4176,159,521
4177,159,527
4178,159,511
4179,159,495
4180,159,485
4181,159,500
4182,159,516
4183,159,529
4184,159,516
4185,159,500
4186,159,484
4187,159,496
4188,159,513
4189,159,528
4190,159,521
4191,159,504
4192,159,488
4193,159,492
4194,159,509
4195,159,524
4196,159,525
4197,159,509
4198,159,493
4199,159,488
4200,158,503
4201,158,512
4202,158,527
4203,158,542
4204,158,530
4205,158,514
4206,158,498
4207,158,504
4208,158,520
4209,158,535
4210,158,533
4211,158,516
4212,158,500
4213,158,497
4214,158,514
4215,158,529
4216,158,536
4217,158,520
4218,158,503
4219,158,492
4220,158,507
4221,158,523
4222,158,537
4223,158,524
4224,158,507
4225,158,492
4226,158,501
4227,158,517
4228,158,533
4229,158,528
4230,158,511
4231,158,495
4232,158,495
4233,158,512
4234,158,527
4235,158,532
4236,158,515
4237,158,499
4238,158,490
4239,158,506
4240,158,522
4241,158,534
4242,158,519
4243,158,503
4244,158,488
4245,158,500
4246,158,516
4247,158,531
4248,158,524
4249,158,508
4250,158,492
4251,158,495
4252,158,511
4253,158,526
4254,158,528
4255,158,512
4256,158,497
4257,158,490
4258,158,505
4259,158,522
4260,158,531
4261,158,517
4262,158,501
4263,158,487
4264,158,500
4265,158,516
4266,158,531
4267,158,522
4268,158,505
4269,158,489
4270,158,495
4271,158,511
4272,158,527
4273,158,526
4274,158,510
4275,158,494
4276,158,490
4277,158,506
4278,158,522
4279,158,530
4280,158,515
4281,158,498
4282,158,486
4283,158,501
4284,158,517
4285,158,531
4286,158,520
4287,158,503
4288,158,488
4289,158,496
4290,158,512
4291,158,528
4292,158,524
4293,158,508
4294,158,492
4295,158,491
4296,158,507
4297,158,522
4298,158,528
4299,158,513
4300,157,493
4301,157,500
4302,157,517
4303,157,519
4304,157,503
4305,157,488
4306,157,481
4307,157,497
4308,157,513
4309,157,525
4310,157,510
4311,157,494
4312,157,479
4313,157,491
4314,157,508
4315,157,524
4316,157,517
4317,157,501
4318,157,485
4319,157,487
4320,157,503
4321,157,519
4322,157,524
4323,157,507
4324,157,492
4325,157,482
4326,157,498
4327,157,514
4328,157,527
4329,157,514
4330,157,498
4331,157,483
4332,157,492
4333,157,509
4334,157,524
4335,157,521
4336,157,505
4337,157,489
4338,157,487
4339,157,503
4340,157,519
4341,157,527
4342,157,512
4343,157,495
4344,157,483
4345,157,497
4346,157,513
4347,157,528
4348,157,517
4349,157,501
4350,157,486
4351,157,492
4352,157,508
4353,157,524
4354,157,523
4355,157,507
4356,157,492
4357,157,486
4358,157,502
4359,157,519
4360,157,528
4361,157,514
4362,157,498
4363,157,483
4364,157,496
4365,157,513
4366,157,528
4367,157,520
4368,157,503
4369,157,488
4370,157,491
4371,157,507
4372,157,523
4373,157,526
4374,157,510
4375,157,494
4376,157,485
4377,157,501
4378,157,517
4379,157,530
4380,157,516
4381,157,499
4382,157,485
4383,157,495
4384,157,512
4385,157,527
4386,157,522
4387,157,506
4388,157,490
4389,157,490
4390,157,506
4391,157,521
4392,157,528
4393,157,512
4394,157,496
4395,157,485
4396,157,499
4397,157,516
4398,157,530
4399,157,518
4400,156,498
4401,156,505
4402,156,521
4403,156,521
4404,156,505
4405,156,490
4406,156,483
4407,156,500
4408,156,516
4409,156,527
4410,156,512
4411,156,496
4412,156,481
4413,156,494
4414,156,511
4415,156,525
4416,156,520
4417,156,503
4418,156,488
4419,156,488
4420,156,504
4421,156,520
4422,156,526
4423,156,510
4424,156,495
4425,156,483
4426,156,498
4427,156,515
4428,156,529
4429,156,517
4430,156,500
4431,156,486
4432,156,492
4433,156,508
4434,156,524
4435,156,524
4436,156,508
4437,156,492
4438,156,486
4439,156,502
4440,156,518
4441,156,529
4442,156,514
4443,156,498
4444,156,483
4445,156,496
4446,156,512
4447,156,527
4448,156,521
4449,156,505
4450,156,489
4451,156,489
4452,156,506
4453,156,521
4454,156,527
4455,156,512
4456,156,495
4457,156,484
4458,156,500
4459,156,515
4460,156,530
4461,156,518
4462,156,502
4463,156,487
4464,156,493
4465,156,509
4466,156,525
4467,156,525
4468,156,508
4469,156,493
4470,156,487
4471,156,503
4472,156,519
4473,156,530
4474,156,515
4475,156,499
4476,156,484
4477,156,496
4478,156,512
4479,156,528
4480,156,521
4481,156,505
4482,156,490
4483,156,490
4484,156,507
4485,156,522
4486,156,528
4487,156,512
4488,156,496
4489,156,485
4490,156,500
4491,156,516
4492,156,531
4493,156,519
4494,156,502
4495,156,487
4496,156,493
4497,156,510
4498,156,525
4499,156,525
4500,155,504
4501,155,512
4502,155,502
4503,155,487
4504,155,472
4505,155,477
4506,155,494
4507,155,510
4508,155,512
4509,155,496
4510,155,482
4511,155,473
4512,155,489
4513,155,506
4514,155,519
4515,155,506
4516,155,491
4517,155,475
4518,155,484
4519,155,501
4520,155,516
4521,155,515
4522,155,499
4523,155,483
4524,155,479
4525,155,495
4526,155,512
4527,155,522
4528,155,508
4529,155,492
4530,155,477
4531,155,490
4532,155,506
4533,155,522
4534,155,516
4535,155,500
4536,155,485
4537,155,484
4538,155,500
4539,155,516
4540,155,523
4541,155,508
4542,155,492
4543,155,480
4544,155,494
4545,155,510
4546,155,525
4547,155,516
4548,155,499
4549,155,484
4550,155,487
4551,155,504
4552,155,520
4553,155,523
4554,155,507
4555,155,492
4556,155,483
4557,155,498
4558,155,514
4559,155,528
4560,155,515
4561,155,499
4562,155,484
4563,155,491
4564,155,508
4565,155,523
4566,155,522
4567,155,506
4568,155,490
4569,155,485
4570,155,501
4571,155,517
4572,155,528
4573,155,514
4574,155,497
4575,155,482
4576,155,495
4577,155,511
4578,155,526
4579,155,521
4580,155,505
4581,155,489
4582,155,488
4583,155,504
4584,155,520
4585,155,528
4586,155,512
4587,155,496
4588,155,483
4589,155,497
4590,155,513
4591,155,529
4592,155,519
4593,155,503
4594,155,488
4595,155,490
4596,155,507
4597,155,522
4598,155,526
4599,155,510
4600,154,490
4601,154,498
4602,154,514
4603,154,529
4604,154,532
4605,154,516
4606,154,500
4607,154,490
4608,154,506
4609,154,522
4610,154,536
4611,154,523
4612,154,506
4613,154,491
4614,154,497
4615,154,514
4616,154,529
4617,154,529
4618,154,513
4619,154,497
4620,154,489
4621,154,505
4622,154,521
4623,154,534
4624,154,521
4625,154,504
4626,154,489
4627,154,497
4628,154,513
4629,154,529
4630,154,527
4631,154,511
4632,154,495
4633,154,489
4634,154,505
4635,154,521
4636,154,532
4637,154,518
4638,154,502
4639,154,487
4640,154,497
4641,154,514
4642,154,529
4643,154,525
4644,154,509
4645,154,493
4646,154,490
4647,154,506
4648,154,522
4649,154,531
4650,154,516
4651,154,500
4652,154,485
4653,154,498
4654,154,514
4655,154,530
4656,154,524
4657,154,507
4658,154,492
4659,154,490
4660,154,506
4661,154,522
4662,154,530
4663,154,515
4664,154,498
4665,154,485
4666,154,499
4667,154,515
4668,154,530
4669,154,522
4670,154,506
4671,154,490
4672,154,491
4673,154,507
4674,154,523
4675,154,529
4676,154,513
4677,154,497
4678,154,485
4679,154,500
4680,154,516
4681,154,531
4682,154,521
4683,154,504
4684,154,489
4685,154,492
4686,154,509
4687,154,524
4688,154,528
4689,154,512
4690,154,496
4691,154,486
4692,154,500
4693,154,516
4694,154,531
4695,154,520
4696,154,503
4697,154,488
4698,154,493
4699,154,510
4700,153,524
4701,153,532
4702,153,546
4703,153,540
4704,153,523
4705,153,507
4706,153,504
4707,153,520
4708,153,535
4709,153,544
4710,153,529
4711,153,512
4712,153,497
4713,153,508
4714,153,524
4715,153,539
4716,153,535
4717,153,519
4718,153,502
4719,153,498
4720,153,514
4721,153,529
4722,153,540
4723,153,526
4724,153,509
4725,153,493
4726,153,503
4727,153,520
4728,153,536
4729,153,532
4730,153,516
4731,153,500
4732,153,494
4733,153,510
4734,153,525
4735,153,538
4736,153,524
4737,153,507
4738,153,491
4739,153,500
4740,153,516
4741,153,531
4742,153,531
4743,153,515
4744,153,498
4745,153,491
4746,153,507
4747,153,523
4748,153,536
4749,153,523
4750,153,506
4751,153,491
4752,153,497
4753,153,513
4754,153,529
4755,153,530
4756,153,514
4757,153,498
4758,153,489
4759,153,504
4760,153,520
4761,153,534
4762,153,522
4763,153,506
4764,153,491
4765,153,495
4766,153,511
4767,153,527
4768,153,530
4769,153,514
4770,153,497
4771,153,487
4772,153,502
4773,153,518
4774,153,534
4775,153,522
4776,153,506
4777,153,490
4778,153,494
4779,153,510
4780,153,526
4781,153,530
4782,153,514
4783,153,498
4784,153,486
4785,153,500
4786,153,517
4787,153,532
4788,153,522
4789,153,506
4790,153,490
4791,153,492
4792,153,508
4793,153,524
4794,153,530
4795,153,514
4796,153,498
4797,153,485
4798,153,499
4799,153,516
4800,152,530
4801,152,527
4802,152,510
4803,152,495
4804,152,484
4805,152,499
4806,152,515
4807,152,530
4808,152,520
4809,152,504
4810,152,488
4811,152,490
4812,152,506
4813,152,521
4814,152,529
4815,152,513
4816,152,497
4817,152,483
4818,152,497
4819,152,513
4820,152,529
4821,152,523
4822,152,506
4823,152,490
4824,152,488
4825,152,504
4826,152,520
4827,152,531
4828,152,515
4829,152,499
4830,152,484
4831,152,495
4832,152,512
4833,152,527
4834,152,525
4835,152,508
4836,152,492
4837,152,486
4838,152,502
4839,152,518
4840,152,531
4841,152,518
4842,152,501
4843,152,486
4844,152,493
4845,152,510
4846,152,525
4847,152,527
4848,152,510
4849,152,495
4850,152,485
4851,152,501
4852,152,517
4853,152,531
4854,152,519
4855,152,503
4856,152,488
4857,152,491
4858,152,508
4859,152,523
4860,152,528
4861,152,512
4862,152,496
4863,152,484
4864,152,498
4865,152,515
4866,152,530
4867,152,522
4868,152,505
4869,152,490
4870,152,490
4871,152,506
4872,152,522
4873,152,530
4874,152,514
4875,152,499
4876,152,484
4877,152,496
4878,152,513
4879,152,528
4880,152,524
4881,152,507
4882,152,492
4883,152,488
4884,152,504
4885,152,520
4886,152,531
4887,152,516
4888,152,500
4889,152,485
4890,152,495
4891,152,511
4892,152,526
4893,152,525
4894,152,509
4895,152,493
4896,152,486
4897,152,502
4898,152,518
4899,152,531
4900,151,514
4901,151,521
4902,151,536
4903,151,543
4904,151,527
4905,151,510
4906,151,496
4907,151,509
4908,151,525
4909,151,539
4910,151,534
4911,151,518
4912,151,502
4913,151,497
4914,151,513
4915,151,528
4916,151,540
4917,151,526
4918,151,509
4919,151,494
4920,151,502
4921,151,518
4922,151,533
4923,151,534
4924,151,517
4925,151,501
4926,151,492
4927,151,507
4928,151,523
4929,151,537
4930,151,526
4931,151,510
4932,151,494
4933,151,496
4934,151,513
4935,151,528
4936,151,534
4937,151,518
4938,151,502
4939,151,488
4940,151,502
4941,151,518
4942,151,533
4943,151,527
4944,151,511
4945,151,495
4946,151,491
4947,151,508
4948,151,523
4949,151,534
4950,151,520
4951,151,504
4952,151,488
4953,151,498
4954,151,514
4955,151,529
4956,151,529
4957,151,512
4958,151,496
4959,151,488
4960,151,504
4961,151,520
4962,151,534
4963,151,522
4964,151,505
4965,151,490
4966,151,493
4967,151,510
4968,151,525
4969,151,530
4970,151,515
4971,151,498
4972,151,485
4973,151,499
4974,151,516
4975,151,531
4976,151,524
4977,151,508
4978,151,492
4979,151,490
4980,151,506
4981,151,522
4982,151,532
4983,151,517
4984,151,501
4985,151,486
4986,151,496
4987,151,512
4988,151,528
4989,151,527
4990,151,510
4991,151,494
4992,151,487
4993,151,503
4994,151,519
4995,151,532
4996,151,520
4997,151,503
4998,151,488
4999,151,493
5000,150,509
5001,150,517
5002,150,525
5003,150,510
5004,150,494
5005,150,479
5006,150,492
5007,150,508
5008,150,524
5009,150,522
5010,150,505
5011,150,489
5012,150,482
5013,150,498
5014,150,514
5015,150,528
5016,150,517
5017,150,500
5018,150,485
5019,150,488
5020,150,504
5021,150,520
5022,150,527
5023,150,511
5024,150,495
5025,150,481
5026,150,494
5027,150,510
5028,150,526
5029,150,522
5030,150,506
5031,150,490
5032,150,484
5033,150,500
5034,150,517
5035,150,530
5036,150,517
5037,150,501
5038,150,486
5039,150,490
5040,150,506
5041,150,522
5042,150,528
5043,150,512
5044,150,496
5045,150,482
5046,150,496
5047,150,512
5048,150,527
5049,150,523
5050,150,506
5051,150,491
5052,150,485
5053,150,502
5054,150,518
5055,150,531
5056,150,517
5057,150,501
5058,150,486
5059,150,491
5060,150,507
5061,150,523
5062,150,528
5063,150,512
5064,150,496
5065,150,483
5066,150,497
5067,150,513
5068,150,529
5069,150,523
5070,150,506
5071,150,491
5072,150,486
5073,150,503
5074,150,518
5075,150,531
5076,150,517
5077,150,501
5078,150,486
5079,150,492
5080,150,508
5081,150,524
5082,150,528
5083,150,512
5084,150,496
5085,150,483
5086,150,497
5087,150,514
5088,150,529
5089,150,523
5090,150,506
5091,150,491
5092,150,488
5093,150,503
5094,150,520
5095,150,531
5096,150,517
5097,150,501
5098,150,485
5099,150,493
5100,149,508
5101,149,517
5102,149,532
5103,149,546
5104,149,539
5105,149,522
5106,149,506
5107,149,502
5108,149,517
5109,149,533
5110,149,545
5111,149,531
5112,149,514
5113,149,498
5114,149,503
5115,149,519
5116,149,535
5117,149,539
5118,149,523
5119,149,507
5120,149,493
5121,149,507
5122,149,523
5123,149,538
5124,149,532
5125,149,516
5126,149,500
5127,149,494
5128,149,510
5129,149,526
5130,149,539
5131,149,526
5132,149,509
5133,149,494
5134,149,497
5135,149,514
5136,149,529
5137,149,535
5138,149,519
5139,149,503
5140,149,488
5141,149,501
5142,149,518
5143,149,533
5144,149,530
5145,149,513
5146,149,497
5147,149,489
5148,149,506
5149,149,521
5150,149,536
5151,149,524
5152,149,507
5153,149,492
5154,149,494
5155,149,510
5156,149,526
5157,149,533
5158,149,518
5159,149,502
5160,149,486
5161,149,498
5162,149,514
5163,149,530
5164,149,529
5165,149,512
5166,149,497
5167,149,487
5168,149,503
5169,149,519
5170,149,534
5171,149,523
5172,149,507
5173,149,491
5174,149,491
5175,149,507
5176,149,523
5177,149,533
5178,149,518
5179,149,501
5180,149,486
5181,149,496
5182,149,512
5183,149,528
5184,149,529
5185,149,512
5186,149,496
5187,149,485
5188,149,500
5189,149,517
5190,149,532
5191,149,523
5192,149,507
5193,149,491
5194,149,489
5195,149,505
5196,149,521
5197,149,532
5198,149,518
5199,149,502
5200,148,483
5201,148,490
5202,148,507
5203,148,506
5204,148,490
5205,148,475
5206,148,467
5207,148,484
5208,148,500
5209,148,516
5210,148,506
5211,148,490
5212,148,475
5213,148,474
5214,148,491
5215,148,508
5216,148,519
5217,148,505
5218,148,489
5219,148,474
5220,148,481
5221,148,498
5222,148,514
5223,148,519
5224,148,503
5225,148,488
5226,148,473
5227,148,487
5228,148,504
5229,148,519
5230,148,517
5231,148,501
5232,148,486
5233,148,477
5234,148,493
5235,148,509
5236,148,524
5237,148,515
5238,148,498
5239,148,483
5240,148,482
5241,148,498
5242,148,515
5243,148,526
5244,148,512
5245,148,496
5246,148,480
5247,148,487
5248,148,504
5249,148,519
5250,148,524
5251,148,509
5252,148,493
5253,148,479
5254,148,492
5255,148,508
5256,148,524
5257,148,522
5258,148,505
5259,148,490
5260,148,481
5261,148,497
5262,148,513
5263,148,528
5264,148,519
5265,148,502
5266,148,486
5267,148,485
5268,148,501
5269,148,517
5270,148,529
5271,148,515
5272,148,499
5273,148,484
5274,148,489
5275,148,506
5276,148,521
5277,148,527
5278,148,511
5279,148,495
5280,148,481
5281,148,494
5282,148,510
5283,148,526
5284,148,524
5285,148,507
5286,148,492
5287,148,483
5288,148,499
5289,148,515
5290,148,530
5291,148,520
5292,148,504
5293,148,488
5294,148,486
5295,148,503
5296,148,519
5297,148,531
5298,148,516
5299,148,500
5300,147,481
5301,147,489
5302,147,495
5303,147,480
5304,147,465
5305,147,453
5306,147,467
5307,147,485
5308,147,501
5309,147,499
5310,147,484
5311,147,468
5312,147,460
5313,147,477
5314,147,494
5315,147,509
5316,147,501
5317,147,485
5318,147,470
5319,147,468
5320,147,485
5321,147,501
5322,147,514
5323,147,501
5324,147,486
5325,147,471
5326,147,475
5327,147,492
5328,147,508
5329,147,516
5330,147,500
5331,147,485
5332,147,471
5333,147,481
5334,147,498
5335,147,514
5336,147,515
5337,147,500
5338,147,484
5339,147,472
5340,147,487
5341,147,504
5342,147,519
5343,147,515
5344,147,498
5345,147,483
5346,147,477
5347,147,493
5348,147,509
5349,147,524
5350,147,513
5351,147,497
5352,147,482
5353,147,481
5354,147,498
5355,147,514
5356,147,525
5357,147,511
5358,147,495
5359,147,480
5360,147,486
5361,147,502
5362,147,518
5363,147,524
5364,147,508
5365,147,492
5366,147,478
5367,147,491
5368,147,507
5369,147,522
5370,147,522
5371,147,505
5372,147,490
5373,147,480
5374,147,495
5375,147,511
5376,147,527
5377,147,519
5378,147,503
5379,147,487
5380,147,483
5381,147,500
5382,147,516
5383,147,529
5384,147,516
5385,147,500
5386,147,485
5387,147,487
5388,147,503
5389,147,519
5390,147,528
5391,147,513
5392,147,497
5393,147,482
5394,147,491
5395,147,508
5396,147,523
5397,147,526
5398,147,510
5399,147,494
5400,146,479
5401,146,488
5402,146,504
5403,146,520
5404,146,510
5405,146,493
5406,146,478
5407,146,476
5408,146,493
5409,146,509
5410,146,523
5411,146,509
5412,146,493
5413,146,478
5414,146,481
5415,146,498
5416,146,513
5417,146,523
5418,146,509
5419,146,492
5420,146,478
5421,146,485
5422,146,502
5423,146,517
5424,146,523
5425,146,508
5426,146,492
5427,146,477
5428,146,488
5429,146,506
5430,146,521
5431,146,522
5432,146,506
5433,146,490
5434,146,478
5435,146,492
5436,146,509
5437,146,524
5438,146,521
5439,146,505
5440,146,490
5441,146,480
5442,146,496
5443,146,512
5444,146,527
5445,146,519
5446,146,503
5447,146,487
5448,146,483
5449,146,499
5450,146,515
5451,146,529
5452,146,517
5453,146,501
5454,146,486
5455,146,485
5456,146,502
5457,146,518
5458,146,530
5459,146,516
5460,146,499
5461,146,484
5462,146,488
5463,146,505
5464,146,521
5465,146,529
5466,146,513
5467,146,497
5468,146,482
5469,146,492
5470,146,508
5471,146,523
5472,146,527
5473,146,511
5474,146,495
5475,146,481
5476,146,494
5477,146,510
5478,146,526
5479,146,525
5480,146,509
5481,146,493
5482,146,482
5483,146,497
5484,146,513
5485,146,529
5486,146,523
5487,146,507
5488,146,491
5489,146,483
5490,146,500
5491,146,516
5492,146,531
5493,146,521
5494,146,505
5495,146,489
5496,146,486
5497,146,502
5498,146,518
5499,146,532
5500,145,514
5501,145,521
5502,145,536
5503,145,531
5504,145,514
5505,145,498
5506,145,490
5507,145,506
5508,145,522
5509,145,537
5510,145,528
5511,145,512
5512,145,496
5513,145,491
5514,145,506
5515,145,523
5516,145,537
5517,145,525
5518,145,508
5519,145,493
5520,145,492
5521,145,508
5522,145,524
5523,145,536
5524,145,523
5525,145,506
5526,145,491
5527,145,493
5528,145,509
5529,145,525
5530,145,535
5531,145,520
5532,145,503
5533,145,488
5534,145,494
5535,145,511
5536,145,526
5537,145,533
5538,145,517
5539,145,501
5540,145,486
5541,145,496
5542,145,512
5543,145,528
5544,145,531
5545,145,515
5546,145,499
5547,145,484
5548,145,497
5549,145,514
5550,145,529
5551,145,529
5552,145,513
5553,145,496
5554,145,484
5555,145,499
5556,145,515
5557,145,530
5558,145,527
5559,145,511
5560,145,494
5561,145,485
5562,145,501
5563,145,517
5564,145,531
5565,145,524
5566,145,508
5567,145,492
5568,145,487
5569,145,503
5570,145,519
5571,145,534
5572,145,522
5573,145,506
5574,145,490
5575,145,488
5576,145,504
5577,145,520
5578,145,533
5579,145,521
5580,145,504
5581,145,489
5582,145,490
5583,145,506
5584,145,522
5585,145,532
5586,145,518
5587,145,501
5588,145,487
5589,145,492
5590,145,508
5591,145,524
5592,145,532
5593,145,516
5594,145,500
5595,145,485
5596,145,494
5597,145,510
5598,145,525
5599,145,530
5600,144,509
5601,144,516
5602,144,532
5603,144,539
5604,144,523
5605,144,507
5606,144,492
5607,144,500
5608,144,516
5609,144,531
5610,144,537
5611,144,521
5612,144,505
5613,144,490
5614,144,499
5615,144,515
5616,144,531
5617,144,535
5618,144,519
5619,144,503
5620,144,488
5621,144,499
5622,144,515
5623,144,531
5624,144,534
5625,144,517
5626,144,501
5627,144,487
5628,144,499
5629,144,515
5630,144,530
5631,144,532
5632,144,515
5633,144,499
5634,144,486
5635,144,499
5636,144,515
5637,144,530
5638,144,530
5639,144,514
5640,144,498
5641,144,485
5642,144,500
5643,144,516
5644,144,531
5645,144,529
5646,144,512
5647,144,496
5648,144,485
5649,144,500
5650,144,516
5651,144,531
5652,144,528
5653,144,511
5654,144,496
5655,144,485
5656,144,500
5657,144,517
5658,144,532
5659,144,526
5660,144,510
5661,144,495
5662,144,485
5663,144,501
5664,144,517
5665,144,532
5666,144,525
5667,144,509
5668,144,493
5669,144,486
5670,144,502
5671,144,518
5672,144,533
5673,144,524
5674,144,508
5675,144,492
5676,144,486
5677,144,503
5678,144,518
5679,144,534
5680,144,523
5681,144,506
5682,144,491
5683,144,487
5684,144,504
5685,144,519
5686,144,533
5687,144,522
5688,144,505
5689,144,490
5690,144,488
5691,144,504
5692,144,520
5693,144,534
5694,144,521
5695,144,504
5696,144,489
5697,144,488
5698,144,505
5699,144,521
5700,143,531
5701,143,536
5702,143,522
5703,143,505
5704,143,490
5705,143,491
5706,143,508
5707,143,523
5708,143,535
5709,143,521
5710,143,505
5711,143,490
5712,143,491
5713,143,507
5714,143,523
5715,143,534
5716,143,521
5717,143,504
5718,143,489
5719,143,491
5720,143,507
5721,143,523
5722,143,534
5723,143,520
5724,143,503
5725,143,488
5726,143,491
5727,143,508
5728,143,523
5729,143,534
5730,143,519
5731,143,503
5732,143,487
5733,143,491
5734,143,508
5735,143,523
5736,143,533
5737,143,518
5738,143,502
5739,143,487
5740,143,492
5741,143,508
5742,143,523
5743,143,533
5744,143,518
5745,143,501
5746,143,486
5747,143,492
5748,143,508
5749,143,524
5750,143,532
5751,143,517
5752,143,501
5753,143,486
5754,143,492
5755,143,508
5756,143,524
5757,143,532
5758,143,516
5759,143,500
5760,143,485
5761,143,492
5762,143,508
5763,143,524
5764,143,531
5765,143,516
5766,143,500
5767,143,485
5768,143,492
5769,143,509
5770,143,524
5771,143,531
5772,143,516
5773,143,499
5774,143,484
5775,143,493
5776,143,509
5777,143,525
5778,143,531
5779,143,515
5780,143,499
5781,143,484
5782,143,493
5783,143,510
5784,143,525
5785,143,531
5786,143,514
5787,143,498
5788,143,483
5789,143,493
5790,143,510
5791,143,525
5792,143,530
5793,143,514
5794,143,498
5795,143,483
5796,143,494
5797,143,510
5798,143,526
5799,143,530
5800,142,510
5801,142,516
5802,142,532
5803,142,547
5804,142,550
5805,142,533
5806,142,516
5807,142,501
5808,142,511
5809,142,527
5810,142,541
5811,142,546
5812,142,530
5813,142,513
5814,142,498
5815,142,507
5816,142,523
5817,142,538
5818,142,544
5819,142,528
5820,142,511
5821,142,495
5822,142,503
5823,142,520
5824,142,535
5825,142,542
5826,142,526
5827,142,509
5828,142,494
5829,142,500
5830,142,517
5831,142,532
5832,142,540
5833,142,524
5834,142,508
5835,142,493
5836,142,498
5837,142,514
5838,142,530
5839,142,539
5840,142,524
5841,142,507
5842,142,492
5843,142,496
